rank,competitor,dob,nat,sec,pos_sec,pos_full,venue,date,world_athletics_event_ranking_score,men_100,men_100_wind,men_100_score,men_lj,men_lj_wind,men_lj_score,men_sp,men_sp_score,men_hj,men_hj_score,men_400,men_400_score,men_110h,men_110h_wind,men_110h_score,men_dt,men_dt_score,men_pv,men_pv_score,men_jt,men_jt_score,men_1500,men_1500_score,overall_score,average_wind
716,Geyi Zhu,7/14/2004,CHN,1,2,2,"Sichuan Xipu Training Base, Chengdu (CHN)",8/6/2022,920,11.14,0.4,830,6.84,0.9,776,11.39,569,1.9,714,49.58,834,15.31,0.5,812,31.49,494,3.7,535,43.86,498,04:54:00,594.02,6656,0.6
707,Isaac Manning,NA,USA,1,4,4,"Clarence F. Robison Track, Provo, UT (USA)",4/22/2021,920,11.36,-0.9,782,6.27,-0.5,646,12.55,640,1.75,585,50.13,809,16.17,2.6,714,32.2,508,5.06,929,42.54,479,04:59:00,564.21,6656,0.4000000000000001
769,James Blackwell,NA,USA,1,7,7,"Azusa, CA (USA)",4/18/2013,920,11.5,1.5,753,6.57,2.5,713,9.9,480,1.83,653,51.5,747,15.49,1.4,791,36.64,597,4.85,865,36.47,391,04:42:00,666.94,6656,1.8
707,Alexander Babbington,NA,USA,1,13,13,"Demirjian Park, Champaign, IL (USA)",5/15/2021,920,11.07,1.5,845,6.66,2.2,734,12.89,661,2.06,859,50.06,812,16.08,2.9,724,39,644,3.6,509,34.61,365,05:10:00,503.3,6656,2.1999999999999997
698,Bruce Burbank,NA,USA,1,2,2,"Eugene, OR (USA)",4/2/2011,920,11.37,-1.9,780,6.86,3.1,781,10.93,542,1.84,661,51.35,753,15.64,0,774,35.66,577,4.55,775,33.32,346,04:42:00,667.88,6656,0.4000000000000001
737,Martin Gabriel,5/17/1984,CZE,1,5,5,Stará Boleslav (CZE),5/20/2012,920,11.91,-0.5,669,6.6,1.4,720,12.46,634,2.02,822,53.47,662,16.15,-1.1,716,36.11,586,4,617,51.14,605,04:49:00,624.24,6655,-0.06666666666666672
757,Pieter Braun,1/21/1993,NED,1,4,4,Montpellier (FRA),4/25/2015,920,11.76,-2.8,699,6.61,0.3,723,12.19,618,1.95,758,55.93,562,15.56,-3,783,39.65,657,4.2,673,50.92,602,04:56:00,580.78,6655,-1.8333333333333333
737,Ivan Marges,1/6/1988,RUS,1,8,8,"Adler, Sochi (RUS)",9/9/2012,920,11.75,-0.3,701,6.31,-0.5,655,12.59,642,1.94,749,52.27,713,16.99,-1.1,625,31.54,495,4.4,731,50.09,590,04:28:00,754.98,6655,-0.6333333333333334
746,Kyriakos Pilidis,1/27/1984,GRE,1,2,2,Serres (GRE),6/5/2016,920,11.32,-0.2,791,6.89,-1.1,788,11.87,599,1.89,705,52.31,711,16.94,-1.7,631,41.48,695,4.2,673,49.93,588,05:15:00,474.21,6655,-1
812,Shota Hirono,3/14/1998,JPN,1,3,3,Kyoto (JPN),5/10/2019,920,11.07,-0.8,845,6.18,0.3,626,12.6,643,1.75,585,50.75,780,15.21,0.8,824,33.57,535,3.8,562,49.77,585,04:41:00,670.13,6655,0.10000000000000002
812,Jacob Rickman,NA,USA,1,5,5,"Fullerton, CA (USA)",5/6/2017,920,10.81,2.6,903,6.13,1.1,615,14.12,736,1.87,687,54.07,637,15.38,0,804,39.77,660,3.72,541,48.17,562,05:08:00,510.45,6655,1.2333333333333334
812,Jacob Rickman,NA,USA,1,5,5,"Fullerton, CA (USA)",5/13/2017,920,10.81,2.6,903,6.13,1.1,615,14.12,736,1.87,687,54.07,637,15.38,0,804,39.77,660,3.72,541,48.17,562,05:08:00,510.45,6655,1.2333333333333334
717,Tokiya Yamasaki,8/30/2001,JPN,1,5,5,"Ehime Athletics Stadium, Matsuyama (JPN)",7/2/2022,920,11.44,0.1,765,6.57,1.8,713,11.67,586,1.88,696,51.37,753,14.59,3.1,900,34.09,545,3.8,562,47.02,545,04:54:00,590.24,6655,1.6666666666666667
812,Caleb Kasupski,NA,USA,1,7,7,"Houston, TX (USA)",5/13/2017,920,11.47,-0.8,759,6.55,0.8,709,11.99,606,1.86,679,53.01,681,15.48,1.9,792,41.95,704,4.4,731,38.21,416,04:56:00,578.33,6655,0.6333333333333333
733,Nicholas Mcgill,NA,USA,1,5,5,"La Crosse, WI (USA)",5/25/2018,920,11.83,-3.3,685,6.55,3.4,709,11.82,595,1.87,687,50.56,789,16.09,0.1,723,35.82,580,3.8,562,55.88,676,04:45:00,648.35,6654,0.0666666666666667
816,Steven Eleonora,4/22/1996,NED,1,5,5,Woerden (NED),8/27/2017,920,11.56,-0.6,740,6.58,-0.3,716,11.67,586,1.88,696,52.77,691,16.53,-0.8,674,34.24,548,4.42,737,49.75,585,04:39:00,681.36,6654,-0.5666666666666667
739,Kersee Lind,7/28/1988,USA,1,7,7,"Bozeman, MT (USA)",5/10/2012,920,11.81,-0.5,689,6.91,3.9,792,10.54,518,1.98,785,51.51,746,15.94,NA,740,29.33,451,4.1,645,49.22,577,04:35:00,711.91,6654,NA
758,Petri Lemmetyinen,1/31/1989,FIN,1,8,8,Inowroclaw (POL),7/5/2015,920,11.4,0.3,774,6.75,-0.5,755,13.27,684,1.77,602,53.94,642,15.43,0.1,798,37.73,619,4.4,731,48.07,560,05:12:00,489.3,6654,-0.03333333333333333
739,Ted Glasnow,2/15/1991,USA,1,14,14,"Austin, TX (USA)",3/29/2012,920,11.54,1.4,744,6.8,0.5,767,11.83,596,1.87,687,52.8,690,16.02,1.4,730,42.22,710,4.1,645,43.87,498,04:55:00,587.24,6654,1.0999999999999999
718,Lukas Walton,NA,USA,1,8,8,"Spire Institute Outdoor Complex, Geneva, OH (USA)",5/27/2022,920,11.33,1.9,789,6.52,0.1,702,10.88,539,1.91,723,50.53,790,15.17,2.7,829,25.76,382,4.3,702,38.86,426,04:25:00,772.51,6654,1.5666666666666667
758,Jemal Williams,NA,USA,1,12,12,"Los Angeles, CA (USA)",5/10/2015,920,11.63,-0.3,725,6.17,0.7,624,11.93,602,1.93,740,50.76,780,15.12,1.5,835,34.14,546,4.33,711,38.39,419,04:41:00,672.76,6654,0.6333333333333333
699,Jeff Altizer,NA,USA,1,8,8f1,"Azusa, CA (USA)",4/14/2011,920,11.63,2.4,725,6.8,1.6,767,10.54,518,1.82,644,52.79,691,16.33,1.9,696,27.98,425,4.7,819,57.86,706,04:42:00,662.96,6653,1.9666666666666668
699,Andrey Pilchuk,2/17/1991,BLR,1,7,7,Staiki (BLR),6/8/2011,920,12.19,0.6,614,6.83,0.2,774,11.74,591,2,803,54.55,617,15.87,-0.1,747,34.35,551,4.1,645,55.66,673,04:46:00,638.29,6653,0.23333333333333336
765,Alex Kovalik,NA,USA,1,1,1,"Alliance, OH (USA)",4/6/2014,920,11.51,-1.3,750,6.69,3.2,741,10.98,545,1.84,661,51.41,751,15.47,-0.1,794,34.07,545,4.3,702,53.27,637,05:05:00,527.18,6653,0.6
748,Otto Ylöstalo,2/4/1991,FIN,1,6,6,Oulu (FIN),7/24/2016,920,11.5,0.3,753,6.67,0.8,736,12.64,645,1.87,687,52.56,700,15.73,1,763,35.28,569,4,617,53.08,634,05:01:00,549.34,6653,0.7000000000000001
748,Jacob Rickman,NA,USA,1,2,2,"Santa Barbara, CA (USA)",3/18/2016,920,11.14,-1.4,830,6.4,0.6,675,14.48,758,1.88,696,52.78,691,15.61,1,777,35.99,584,3.65,522,52.73,629,05:12:00,491.47,6653,0.0666666666666667
734,Javier Pérez,1/9/1988,ESP,1,5,5,Arona (ESP),6/3/2018,920,11.6,0.4,732,7.12,0.1,842,11.73,590,1.82,644,53.38,665,15.1,1.5,837,32.02,504,4.45,746,42.28,475,04:50:00,618.8,6653,0.6666666666666666
709,Kyle Lumpkins,NA,USA,1,5,5,"LeGrand Stadium at 1st Community Credit Union Field, San Angelo, TX (USA)",4/1/2021,920,11.41,3.2,771,6.81,2.3,769,11.14,554,1.92,731,51.56,744,14.83,2.2,870,33.36,531,4.3,702,36.68,394,04:55:00,587.41,6653,2.566666666666667
699,Jan Solfronk,3/1/1990,CZE,1,8,8,Praha (CZE),5/29/2011,920,11.29,1.9,797,6.49,0.2,695,10.75,531,1.87,687,48.81,870,15.52,0.5,788,32.4,512,4.2,673,33.71,352,04:29:00,748.19,6653,0.8666666666666667
597,Ramo Kask,7/13/1989,EST,1,10,10,Täby (SWE),6/6/2010,919,11.94,0,663,6.29,-1.3,650,11.97,605,1.88,696,53.07,679,16.75,0.4,651,40.88,682,4.43,740,56.53,686,04:53:00,600.31,6652,-0.3
770,Tony Granillo,10/14/1989,USA,1,8,8,"Tucson, AZ (USA)",4/5/2013,919,11.56,0.7,740,6.26,0.4,644,12.43,633,1.87,687,51.48,748,15.77,0.7,759,34.15,547,4.1,645,49.89,587,04:43:00,662.27,6652,0.6
710,Giuseppe Cecchelli,6/24/1999,FRA,1,1,1,"Stade Urbain Wallet, Amiens (FRA)",5/30/2021,919,11.49,-1.6,755,7.25,0.9,874,10.55,519,1.94,749,52.93,685,15.66,0.3,772,32.93,522,4.06,634,46.98,544,04:53:00,598.58,6652,-0.13333333333333336
735,Yang Tian,5/28/1997,CHN,1,11,11,Zhaoqing (CHN),4/11/2018,919,11.5,0.8,753,6.89,0.1,788,10.05,489,1.95,758,51.4,751,15.35,0.1,808,31.63,497,4.2,673,44.43,507,04:48:00,628.72,6652,0.3333333333333333
719,Nicholas Bianco,NA,USA,1,5,5,"Hayward Field, Eugene, OR (USA)",5/14/2022,919,11.71,0,709,6.61,0.9,723,10.54,518,1.78,610,51.52,746,15.38,1,804,35.6,576,4.61,793,44.41,506,04:42:00,667.32,6652,0.6333333333333333
710,Silas Kriete,10/30/1998,GER,1,15,15,"Auestadion, Wesel (GER)",8/22/2021,919,11.44,-0.3,765,6.38,-0.2,670,11.2,558,1.88,696,50.94,772,16.15,0,716,34.97,563,4.3,702,43.64,495,04:34:00,715.51,6652,-0.16666666666666666
247,Yoshinori Isa,2/16/1993,JPN,1,1,1,"Yanmar Stadium Nagai, Osaka (JPN)",7/24/2020,919,11.49,0.6,755,6.19,-0.5,628,12.94,664,1.75,585,51.83,732,16.08,-1.5,724,35.25,569,4.2,673,56.98,693,04:48:00,628.72,6651,-0.4666666666666666
750,Valentino Arrigoni,6/16/1996,ITA,1,6,6,Rieti (ITA),6/25/2016,919,11.65,0,721,6.73,-0.5,750,11.74,591,1.83,653,52.55,701,15.79,1.2,757,37,604,4.4,731,53.28,637,05:09:00,506.65,6651,0.2333333333333333
813,Marcelle De Jager,1/24/1996,RSA,1,3,3,Germiston (RSA),4/26/2019,919,11.56,-3.1,740,7.19,0.4,859,13.54,700,1.89,705,53.69,652,15.52,-1.5,788,40.29,670,4.2,673,52.16,621,06:05:00,243.51,6651,-1.4000000000000001
720,Michael Wolford,NA,USA,1,3,3,"Western Michigan University, Kalamazoo, MI (USA)",5/13/2022,919,11.54,0.4,744,6.47,0.8,691,15,790,1.89,705,54.38,624,16.57,2.1,670,42.78,721,4.13,654,49.82,586,05:16:00,466.72,6651,1.1
599,Sean Hopkins,NA,USA,1,14,14,"Des Moines, IA (USA)",4/22/2010,919,11.53,3.1,746,6.75,-0.2,755,12.73,651,1.81,636,51.57,744,16.57,1.3,670,35.22,568,4.4,731,49.42,580,04:58:00,570.06,6651,1.4000000000000001
720,Jonas Bjerremand,5/26/1998,DEN,1,8,8,"Seinäjoen keskusurheilukenttä, Seinäjoki (FIN)",6/12/2022,919,11.61,1.3,730,6.16,1.4,621,13.53,700,1.89,705,53.34,667,15.56,1.1,783,33.55,535,4.1,645,48.87,572,04:38:00,693.32,6651,1.2666666666666668
771,Aleksey Liyaskin,6/9/1989,RUS,1,14,14,Cheboksary (RUS),6/6/2013,919,11.86,0.9,679,6.65,3.5,732,14.05,731,1.87,687,54.37,624,15.64,1.6,774,38.36,631,4.2,673,48.64,568,05:01:00,552.82,6651,2
736,Igor Khamedov,5/30/1998,RUS,1,11,11,Kazan (RUS),8/16/2018,919,12.1,0.6,631,6.35,0.3,664,10.06,489,1.91,723,50.73,781,15.37,0.6,805,37.23,608,3.8,562,47.51,552,04:16:00,836.48,6651,0.5
813,Nikita Rusnak,6/7/1998,RUS,1,8,8,"Adler, Sochi (RUS)",5/19/2019,919,11.6,0.8,732,6.53,-1.7,704,12.26,622,2,803,52.48,704,16.12,-1.5,719,33.42,532,4.3,702,46.12,531,04:52:00,602.86,6651,-0.7999999999999999
736,Aliskasandr Dzerhachou,6/17/1990,BLR,1,2,2,Minsk (BLR),7/21/2018,919,11.7,0,711,6.69,-0.7,741,14.79,777,1.89,705,55.23,590,16.31,-1.2,698,46.18,791,4.25,688,44.03,501,05:20:00,449.71,6651,-0.6333333333333333
743,Andrew Reigstad,3/24/1990,USA,1,6,6,"Storrs, CT (USA)",4/11/2012,919,11.35,0.7,784,7.16,0.7,852,10.91,540,1.97,776,51.27,757,14.83,1.7,870,31.75,499,3.85,576,35.24,374,04:49:00,623.21,6651,1.0333333333333332
817,Jakob Siebler,6/17/1905,GER,1,2,2,Erding (GER),6/25/2017,919,11.81,-1.4,689,6.29,0,650,13.01,668,1.78,610,53.43,663,15.81,0,754,38.94,643,4.4,731,53.42,639,04:52:00,604,6650,-0.4666666666666666
766,Brandon Blanchard,11/26/1992,USA,1,2,2f1,"Azusa, CA (USA)",4/17/2014,919,11.61,0.3,730,6.27,-0.3,646,12.04,609,1.93,740,51.62,741,15.84,-0.2,751,36.42,592,4.3,702,49.05,575,04:59:00,564.79,6650,-0.06666666666666667
569,James Spaulding,NA,USA,1,7,7,"Marietta, OH (USA)",5/22/2009,919,11.55,0.6,742,6.68,0.8,739,13.97,727,1.82,644,52.08,721,16.53,-1.2,674,31.93,503,4.05,631,48.71,570,04:37:00,699.55,6650,0.06666666666666665
816,Connor Wilbur,NA,USA,1,5,5,"Natchitoches, LA (USA)",5/4/2019,919,11.26,1.5,804,6.36,0,666,11.19,557,1.85,670,51.14,763,16.48,0.6,680,35.38,571,4.35,716,48.55,567,04:44:00,656.13,6650,0.7000000000000001
773,Cam Crowley,8/31/1988,AUS,1,11,11,Sydney (AUS),4/12/2013,919,11.27,0.6,801,6.71,0.9,746,14.04,731,1.9,714,51.05,767,16.81,0.3,644,38.77,640,3.4,457,47.33,549,04:52:00,601.91,6650,0.6
600,R.j. Mcginnis,4/22/1987,USA,1,21,21,"Eugene, OR (USA)",6/11/2010,919,11.61,1,730,6.52,0.9,702,14,728,1.93,740,52.34,710,15.04,1.1,845,29.59,456,4,617,46.45,536,04:55:00,586.71,6650,1
569,Attila Papp,8/9/1985,HUN,1,3,3,Budapest (HUN),9/13/2009,919,11.11,2.2,836,6.5,0.8,697,13.65,707,1.81,636,50.13,809,14.8,0.2,874,41.24,690,3.7,535,46.13,532,05:43:00,334.91,6650,1.0666666666666667
600,Mario Da Silva Neto,12/10/1987,BRA,1,1,1,Rio de Janeiro (BRA),8/22/2010,919,11.1,-0.2,838,6.79,0,764,11.89,600,1.96,767,50.6,787,16.1,0.1,722,36.91,602,3.6,509,44.89,513,04:47:00,633.71,6650,-0.03333333333333333
712,Navjor Singh,5/5/1994,IND,1,2,2,Patiala (IND),3/16/2021,919,11.58,1.2,736,6.49,0.3,695,11.27,562,1.8,627,52.62,698,15.9,-0.4,744,35.83,580,3.8,562,64.7,809,04:47:00,636.33,6649,0.3666666666666667
738,Ryotaro Yasuzumi,7/13/1996,JPN,1,15,15,Kawasaki (JPN),9/8/2018,919,11.23,-0.4,810,6.91,1.7,792,9.58,460,1.9,714,51.01,769,15.07,-0.4,841,32.58,515,4.1,645,52,618,05:13:00,485.95,6649,0.29999999999999993
738,Arthur Prevost,5/28/1998,FRA,1,3,3,"Gulf Shores, AL (USA)",5/25/2018,919,11.43,-0.8,767,6.59,1.5,718,11.94,603,1.75,585,52.11,720,16.21,0.9,709,32.5,514,4.45,746,51.69,614,04:41:00,673.95,6649,0.5333333333333333
712,Keaton Wood,NA,USA,1,9,9,"Irwin Belk Track, Greensboro, NC (USA)",5/28/2021,919,11.36,-0.4,782,6.22,-2,635,11.22,559,1.91,723,50.57,789,15.29,0.3,815,30.05,465,4.1,645,48.37,565,04:41:00,671.69,6649,-0.7000000000000001
745,Petri Lemmetyinen,1/31/1989,FIN,1,3,3,Tampere (FIN),5/27/2012,919,11.53,0.1,746,6.64,0.7,729,13.52,699,1.71,552,53.69,652,15.22,-0.1,823,40.21,669,4.42,737,47.65,554,05:12:00,488.11,6649,0.2333333333333333
248,Takatoshi Kuroda,8/2/1995,JPN,1,15,15,"Municipal Stadium, Nagano (JPN)",9/27/2020,919,11.01,0.2,858,6.58,-0.8,716,10.34,506,1.8,627,49.74,827,15.64,1.4,774,27.89,423,4.4,731,45.83,527,04:43:00,660.72,6649,0.2666666666666666
817,Pablo Diaz,10/21/1998,ESP,1,7,7,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",9/1/2019,919,11.52,-0.8,748,6.75,1,755,10.31,504,1.82,644,50.35,799,15.32,0.3,811,33.44,533,4.3,702,39.48,435,04:34:00,718.16,6649,0.16666666666666666
571,Obinna Nwanna,NA,USA,1,8,8,"Marietta, OH (USA)",5/22/2009,919,11.41,0.6,771,6.77,0.2,760,14.68,770,1.91,723,52.97,683,15.65,-1.1,773,37.16,607,4.15,659,39.24,431,05:15:00,472.82,6649,-0.10000000000000002
751,Hellerson Pereira Da Costa,2/7/1996,BRA,1,2,2,Sao Bernardo do Campo (BRA),6/5/2016,919,11.31,0.7,793,6.64,-0.1,729,11.4,570,1.86,679,51.47,748,15.6,-0.3,778,36.39,592,3.6,509,50.8,600,04:44:00,650.75,6648,0.09999999999999999
819,Jacob Mcdaniel,NA,USA,1,1,1,"San Antonio, TX (USA)",3/22/2019,919,11.61,-1.2,730,6.77,-0.4,760,10.73,530,2.05,850,51.99,725,15.79,1.9,757,33.86,541,3.8,562,50.79,600,04:54:00,593.78,6648,0.09999999999999994
746,Tuure Hollo,7/29/1990,FIN,1,4,4,Tampere (FIN),5/27/2012,919,11.69,0.1,713,6.3,0.4,652,12.19,618,1.95,758,52.72,694,15.55,-0.1,784,37.97,623,4.02,623,49.92,587,04:53:00,596.51,6648,0.13333333333333333
714,Masaki Shimizu,2/19/2002,JPN,1,2,2,"Kokushikan University Stadium, Tama (JPN)",4/4/2021,919,11.33,-0.4,789,7.01,1.9,816,10.5,516,1.93,740,49.79,824,15.58,-1.9,781,28.73,440,3.8,562,44.7,511,04:41:00,669.07,6648,-0.1333333333333333
761,Matthew Lee,12/8/1994,GBR,1,3,3,Hexham (GBR),7/26/2015,919,11.27,0.5,801,6.62,-2,725,12.34,627,1.74,577,50.75,780,15.8,-0.2,755,40.44,674,4.5,760,39.29,432,05:07:00,517.64,6648,-0.5666666666666667
702,Steven Marrero,3/21/1983,PUR,1,5,5,Kingston (JAM),5/28/2011,919,11.92,-1.8,667,6.71,0.5,746,13.34,688,1.76,593,51.72,737,17.59,0.5,564,44.88,764,4.3,702,55.75,674,05:08:00,512.71,6647,-0.26666666666666666
820,Fabian Steffen,3/20/1999,SUI,1,5,5,"Sportplatz Arena, Hochdorf (SUI)",9/22/2019,919,11.59,-0.6,734,6.82,0.6,771,12.32,626,1.8,627,53.36,666,16.51,-0.5,676,35.99,584,4.3,702,54.54,656,04:52:00,605.55,6647,-0.16666666666666666
740,David Lott,NA,USA,1,3,3,"Coral Gables, FL (USA)",4/7/2018,919,11.69,-0.1,713,6.77,3.3,760,11.21,559,1.87,687,50.46,794,15.53,1.4,787,37.24,609,3.55,496,47.71,555,04:38:00,687.8,6647,1.5333333333333332
740,Jerrick Powell,7/21/1997,USA,1,1,1,"Greensboro, NC (USA)",5/4/2018,919,10.91,1,881,7.13,2.2,845,10.84,536,1.97,776,48.68,876,15.98,0.1,735,32.62,516,2.9,333,46.01,530,04:50:00,619.04,6647,1.1
774,Ionel Irinel Cojan,5/8/1994,ROU,1,8,8,Ribeira Brava (POR),6/30/2013,919,11.38,-0.7,778,6.9,0.1,790,13.11,674,1.8,627,49.45,840,15.99,0.2,734,36.35,591,3.7,535,45.19,518,05:00:00,560.06,6647,-0.13333333333333333
820,Shuo Li,3/15/1994,CHN,1,11,11,Shenyang (CHN),7/11/2019,919,11.66,1.2,719,6.18,-1.5,626,10.79,533,1.92,731,52.58,700,15.19,0,827,39.49,654,4.7,819,44.21,503,05:04:00,535.04,6647,-0.10000000000000002
715,Timon Dresselhaus,6/20/1905,NAM,1,5,5,"Turner Stadium, Humble, TX (USA)",5/16/2021,919,11.36,0.7,782,6.36,-1.2,666,12.24,621,1.9,714,51.39,752,15.09,0.1,839,40.09,666,4,617,41.24,460,05:05:00,530.09,6647,-0.13333333333333333
742,Colin Reichenberger,NA,USA,1,7,7,"Cincinnati, OH (USA)",5/12/2018,918,11.47,0.4,759,6,0,587,11.66,586,1.8,627,51.59,743,14.81,-0.6,873,32.04,505,4.5,760,49.27,578,04:48:00,628.12,6646,-0.06666666666666665
742,Min-Young Choi,6/12/1994,KOR,1,4,4,Iksan (KOR),10/16/2018,918,11.41,0.7,771,6.62,1.2,725,11.67,586,1.82,644,51.59,743,15.84,1.7,751,28.66,438,4.4,731,45.49,522,04:31:00,735.16,6646,1.2
819,Alessandro Van De Sande,6/3/1997,BEL,1,10,10,Arona (ESP),6/4/2017,918,11.28,0,799,6.78,-0.3,762,11.41,571,1.91,723,50.95,771,15.52,0,788,30.36,472,4.1,645,45.17,517,04:53:00,598.7,6646,-0.09999999999999999
775,Jemal Williams,NA,USA,1,10,10,"Los Angeles, CA (USA)",5/5/2013,918,11.72,0,707,6.1,0.7,608,12.66,647,1.88,696,51.08,765,15.74,2.6,762,38.31,630,4.4,731,34.11,357,04:30:00,743.33,6646,1.0999999999999999
822,Jake Ostgaard,NA,USA,1,5,5,"Las Vegas, NV (USA)",3/15/2019,918,11.28,1.4,799,6.68,3.1,739,11.86,598,1.69,536,52.36,709,16.08,-0.1,724,40.32,671,3.74,546,60.09,739,04:55:00,584.65,6645,1.4666666666666668
744,Fedor Solyakov,3/8/1998,RUS,1,7,7,Chelyabinsk (RUS),7/28/2018,918,11.66,-0.4,719,6.9,0.3,790,11.69,588,1.93,740,51.84,732,16.24,0,706,36.44,593,3.9,590,49.5,581,04:52:00,606.74,6645,-0.03333333333333335
703,Tobias Boese,3/26/1991,USA,1,4,4,"Sacramento, CA (USA)",4/8/2011,918,11.62,-0.1,728,6.93,0.8,797,12.03,608,1.77,602,51.48,748,15.98,-1.2,735,34.19,547,4.15,659,47.69,554,04:42:00,667.5,6645,-0.16666666666666663
767,Brad Culp,5/5/1993,USA,1,12,12,"Lexington, KY (USA)",5/16/2014,918,11.13,0.3,832,6.47,0.4,691,11.53,578,1.81,636,52.07,722,15.45,0.8,796,33.2,528,4.6,790,46.11,531,05:03:00,541.26,6645,0.5
703,Diego Dos Santos Pereira De Araujo,12/30/1988,BRA,1,5,5,São Paulo (BRA),3/20/2011,918,11.67,-3.3,717,7.14,3.9,847,10.02,487,2.02,822,52.11,720,15.59,-3.9,780,31.8,500,4.4,731,43.82,498,05:03:00,540.47,6645,-1.0999999999999999
768,Stephen Cooper,NA,USA,1,1,1,"Spokane, WA (USA)",3/21/2014,918,11.64,1.2,723,6.46,1.3,688,12.14,615,1.96,767,52.66,696,16.52,-1.2,675,38.73,639,4,617,53.73,644,04:56:00,580.25,6644,0.43333333333333335
745,Chase Mclean,NA,USA,1,3,3,"Golden, CO (USA)",3/24/2018,918,11.11,3.9,836,6.53,2.9,704,10.25,501,1.81,636,50.84,776,15.76,1.9,760,31.52,494,4.6,790,49.44,580,04:58:00,567.97,6644,2.9
824,Austin Heitland,NA,USA,1,3,3,"Des Moines, IA (USA)",4/25/2019,918,11.21,-0.7,814,6.07,1.7,602,12.74,651,1.9,714,50.06,812,15.93,3,741,33.7,538,4.2,673,43.77,497,04:52:00,602.63,6644,1.3333333333333333
820,Zhi Li,10/5/1993,CHN,1,14,14,Zhengzhou (CHN),4/12/2017,918,11.39,-0.4,776,7.09,0.9,835,13.31,686,1.83,653,50.8,778,15.78,0,758,34.2,548,3.8,562,41.92,470,04:56:00,578.91,6644,0.16666666666666666
768,Peter Rhodes,NA,USA,1,5,5,"New Haven, CT (USA)",5/11/2014,918,11.67,2.7,717,6.82,2.2,771,10.93,542,1.93,740,53.27,670,14.89,2,863,38.75,639,3.95,603,37.99,413,04:39:00,686.28,6644,2.3000000000000003
603,Jarid Nesmith,NA,USA,1,3,3,"Hutchinson, KS (USA)",5/21/2010,918,11.26,1.2,804,6.23,2.2,637,11.19,557,1.83,653,53.56,658,15.57,1.3,782,37.05,605,4.44,743,58.13,710,05:11:00,494.84,6643,1.5666666666666667
722,Maaku Hikari,6/30/2001,JPN,1,7,7,"National Stadium, Tokyo (JPN)",5/20/2022,918,11.16,0.3,825,6.85,0.5,778,10.29,503,1.75,585,51.26,757,15.55,0.6,784,30.11,467,4,617,53.98,648,04:40:00,679.1,6643,0.4666666666666666
705,Jesse Chapman,NA,USA,1,2,2,"Villanova, PA (USA)",5/7/2011,918,11.74,-3.4,703,6.27,0.6,646,13.85,719,1.83,653,53.15,675,15.53,2.7,787,35.46,573,4.16,662,52.35,623,04:52:00,602.98,6643,-0.033333333333333215
705,Flavien Antille,2/1/1990,SUI,1,3,3,Payerne (SUI),8/28/2011,918,11.72,NA,707,6.87,0.8,783,12.35,628,1.89,705,53.1,677,15.98,1.5,735,34.83,560,4.1,645,51.19,606,04:53:00,597.58,6643,NA
825,Chun-Kai Chou,2/15/1991,TPE,1,2,2,Taoyuan (TPE),10/21/2019,918,11.11,0.9,836,6.94,0.6,799,12.6,643,1.75,585,52.1,720,15.63,1.5,775,34.42,552,4.1,645,50.45,595,05:11:00,493.75,6643,1
249,Timofey Zhitkov,9/20/1993,RUS,1,11,11,"Yunost Stadium, Adler, Sochi (RUS)",9/24/2020,918,11.39,2.1,776,6.68,1.3,739,11.94,603,1.87,687,53.73,651,17.14,-0.5,610,37.19,608,4.6,790,48.09,560,04:50:00,619.4,6643,0.9666666666666668
603,Maksim Korolyov,1/6/1988,RUS,1,16,16,Cheboksary (RUS),5/29/2010,918,11.66,0,719,6.8,0.5,767,12.04,609,1.91,723,51.69,738,15.87,0,747,32.4,512,3.9,590,47.87,557,04:40:00,680.92,6643,0.16666666666666666
825,Karo Iga,7/24/1992,PNG,1,2,2,Apia (SAM),7/16/2019,918,11,2.2,861,7.1,0,838,10.09,491,1.91,723,50.04,813,16.12,1.2,719,28.73,440,4,617,47.81,556,04:55:00,585.94,6643,1.1333333333333335
821,Telvin Tavernier,6/15/1905,CAN,1,1,1,"Cortland, NY (USA)",4/23/2017,918,11.68,1,715,6.6,0.9,720,12.24,621,1.79,619,52.71,694,16.56,-0.1,671,36,584,4.7,819,46.3,534,04:42:00,666.32,6643,0.6
716,Joey Davies,NA,USA,1,1,1,"Knowlton Outdoor Athletics Complex, Rock Island, IL (USA)",5/8/2021,918,11.42,0.1,769,6.33,1.7,659,11.95,603,1.79,619,50.65,785,16.37,1.1,692,33.55,535,4.44,743,45.14,517,04:33:00,721.06,6643,0.9666666666666668
821,Valentin Oliynyk,11/10/1994,UKR,1,3,3,Lutsk (UKR),6/7/2017,918,11.59,-1.7,734,6.8,1.5,767,13.2,679,1.92,731,51.16,762,16.04,-0.7,728,34.43,552,4.2,673,44.76,511,05:09:00,506.7,6643,-0.3
770,Kerinde Hilario De Souza Brites Da Silva,2/9/1994,BRA,1,3,3,São Paulo (BRA),9/7/2014,918,10.98,-0.6,865,6.8,-0.6,767,11.95,603,1.88,696,49.38,843,15.51,0,789,27.24,410,4,617,40.15,444,04:51:00,609.91,6643,-0.39999999999999997
